potential_total_value_of_award,recipient_state_name,extent_competed_code,product_or_service_code,award_type_code,program_activities_funding_this_award,woman_owned_business,minority_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code
13000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
250000,MISSOURI,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
736619,MASSACHUSETTS,A,R499,C,0046: CLIMATE PROTECTION PROGRAM;00CG: AIR POLLUTION;00ME: METHANE EMISSIONS;00NB: TECHNICAL ASSISTANCE FOR LOW INCOME COMMUNITIES;00ND: STATE/TRIBE/LOCAL GOV'T OUTREACH,f,f,f,O
26944.5,VIRGINIA,F,7A21,B,"00G2: AUDITS, EVALUATIONS, AND INVESTIGATIONS",f,f,f,O
298442.84,OKLAHOMA,A,6830,D,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
114730.1,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
66389.07,DISTRICT OF COLUMBIA,A,R499,A,00D9: TRIBAL - CAPACITY BUILDING,f,t,f,S
862743.3,VIRGINIA,A,R499,C,0046: CLIMATE PROTECTION PROGRAM;00C4: STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,f,f,f,O
23368,MASSACHUSETTS,C,6640,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
373890.7,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
99966,UTAH,D,AJ11,D,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
5899794.32,MICHIGAN,D,R499,C,0006: CATEGORICAL GRANT:  POLLUTION CONTROL (SEC. 106);0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS,f,f,f,S
3592248.76,MICHIGAN,D,R499,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,f,f,f,S
16745,GEORGIA,F,N059,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
2684756.27,CALIFORNIA,A,F108,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
16155.2,TENNESSEE,F,6640,B,00G4: REGIONAL SCIENCE AND TECHNOLOGY,t,t,f,S
3304143.72,MARYLAND,D,R408,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00C7: SUPERFUND:  ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;0307: SUPERFUND:  ENFORCEMENT,f,f,t,S
332295.74,PENNSYLVANIA,A,M1AZ,C,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
32337.5,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
1655370,NORTH CAROLINA,A,R425,A,0006: CATEGORICAL GRANT:  POLLUTION CONTROL (SEC. 106),f,f,f,O
2973288.94,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
3016040,CALIFORNIA,A,R425,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
2638330.78,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
15000,VIRGINIA,C,R408,B,0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS,f,f,f,O
787071.21,CALIFORNIA,A,B510,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
1125438,VIRGINIA,A,R499,C,0000: UNKNOWN;0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00D4: SURFACE WATER PROTECTION,f,f,f,O
43719.64,DISTRICT OF COLUMBIA,G,R799,D,0090: NEPA IMPLEMENTATION,f,f,f,O
44317.2,CONNECTICUT,A,W074,C,00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00G7: FINANCIAL ASSISTANCE GRANTS / IAG MANAGEMENT,f,f,f,O
92907.64,PENNSYLVANIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
84952,WASHINGTON,F,6640,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,S
38082,VIRGINIA,A,7A21,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
704000,MISSOURI,A,R799,C,0054: ENDOCRINE DISRUPTORS,f,f,f,S
651880,MASSACHUSETTS,A,R499,C,0053: DRINKING WATER PROGRAMS,f,f,f,O
23289984.35,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
15000,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
237483.95,MARYLAND,D,F108,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
35871.1,VIRGINIA,D,AJ11,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
14150,NEW YORK,A,6640,C,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,S
1000000,INDIANA,,F108,,,f,f,f,O
232825.17,CALIFORNIA,A,B510,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
149897.46,GEORGIA,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
194750,ARIZONA,C,7630,B,0084: HUMAN HEALTH RISK ASSESSMENT;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
31833291,MASSACHUSETTS,A,F115,A,00A2: RCRA:  WASTE MINIMIZATION & RECYCLING,f,f,f,O
1484520.24,WEST VIRGINIA,A,D399,C,0000: UNKNOWN;00C7: SUPERFUND: ENFORCEMENT,f,f,f,O
25075,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
66152.39,NORTH CAROLINA,A,R799,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
46055,TEXAS,F,J052,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0098: RADIATION:  RESPONSE PREPAREDNESS",f,f,f,O
263760,MASSACHUSETTS,F,Q402,B,0053: DRINKING WATER PROGRAMS;0088: MARINE POLLUTION;0090: NEPA IMPLEMENTATION;00D4: SURFACE WATER PROTECTION;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
92935.32,MINNESOTA,C,R499,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
149979.09,DISTRICT OF COLUMBIA,A,R499,C,00D9: TRIBAL - CAPACITY BUILDING,f,f,f,O
1500000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
300000,GEORGIA,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
695767.62,MARYLAND,D,DE02,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
2298050,ALABAMA,D,R499,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00J7: GREAT LAKES RESTORATION;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,t,f,S
0.01,MARYLAND,G,T006,A,"00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS",t,f,f,O
536349.05,CALIFORNIA,D,AH52,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,S
1627661.72,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
1312857.91,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
154619.96,WASHINGTON,F,6830,D,0050: COMPLIANCE MONITORING;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
10056,MARYLAND,F,8010,B,0086: LUST / UST,f,f,f,O
234068.84,VIRGINIA,D,T001,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,t,f,f,S
515478.03,PENNSYLVANIA,A,R429,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS",f,f,f,O
21230,CALIFORNIA,F,6640,B,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,O
1791777,MASSACHUSETTS,A,AJ11,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
874307.41,MARYLAND,F,S208,D,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,f,f,f,O
27000000,CALIFORNIA,A,R499,,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,f,t,f,S
21904954.1,VIRGINIA,A,DF01,C,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F3: ACQUISITION MANAGEMENT;00F5: HUMAN RESOURCES MANAGEMENT;00F8: IT / DATA MANAGEMENT",f,t,f,S
36672446.4,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
121572.95,HAWAII,D,F999,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
400000,VIRGINIA,A,U008,A,"0044: CIVIL ENFORCEMENT;0046: CLIMATE PROTECTION PROGRAM;0052: CRIMINAL ENFORCEMENT;0053: DRINKING WATER PROGRAMS;00A1: RCRA:  WASTE MANAGEMENT;00D2: SUPERFUND:  REMEDIAL;00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F5: HUMAN RESOURCES MANAGEMENT;00F8: IT / DATA MANAGEMENT;00G1: LEGAL ADVICE: SUPPORT PROGRAM;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK;00J5: TRADE AND GOVERNANCE;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",t,f,f,S
6799039.92,WASHINGTON,A,DG11,C,00F8: IT / DATA MANAGEMENT,f,f,f,O
133098,VIRGINIA,A,R499,C,0000: UNKNOWN;0084: HUMAN HEALTH RISK ASSESSMENT,f,f,f,O
25000,MISSOURI,A,F108,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S
2929964.03,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
4375176.46,VIRGINIA,D,F999,,0073: HOMELAND SEC:  PROTECTION OF EPA PERSONNEL & INFRASTRUCTURE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT,f,t,f,S
18263311.27,MASSACHUSETTS,A,R499,D,"0000: UNKNOWN;0008: CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC);0046: CLIMATE PROTECTION PROGRAM;0050: COMPLIANCE MONITORING;0053: DRINKING WATER PROGRAMS;0057: ENVIRONMENTAL JUSTICE;0070: HOMELAND SECURITY:  COMMUNICATION AND INFORMATION;0090: NEPA IMPLEMENTATION;0095: POLLUTION PREVENTION PROGRAM;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00A2: RCRA:  WASTE MINIMIZATION & RECYCLING;00A4: REGULATORY INNOVATION;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS;00F5: HUMAN RESOURCES MANAGEMENT;00H9: REGULATORY/ECONOMIC-MANAGEMENT AND ANALYSIS;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY;0101: RCRA:  WASTE MANAGEMENT;0104: INTEGRATED ENVIRONMENTAL STRATEGIES;0104: REGULATORY INNOVATION;0307: SUPERFUND:  ENFORCEMENT;0404: SURFACE WATER PROTECTION;0406: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;0409: TRIBAL - CAPACITY BUILDING;0502: WETLANDS;0505: CENTRAL PLANNING, BUDGETING, AND FINANCE;0608: IT / DATA MANAGEMENT;0805: REDUCE RISKS FROM INDOOR AIR;1001: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;1002: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK;1003: PESTICIDES: REALIZE THE VALUE OF PESTICIDE AVAILABILITY;1004: INTERNATIONAL SOURCES OF POLLUTION;1106: RESEARCH: AIR, CLIMATE AND ENERGY;1108: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;1109: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY;3043: BROWNFIELDS;3046: CLIMATE PROTECTION PROGRAM;3050: COMPLIANCE MONITORING;3053: DRINKING WATER PROGRAMS;3059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;3086: LUST / UST;3088: MARINE POLLUTION;3095: POLLUTION PREVENTION PROGRAM;3099: RCRA:  CORRECTIVE ACTION",f,f,f,O
1448363.06,VIRGINIA,D,AJ11,C,0006: CATEGORICAL GRANT:  POLLUTION CONTROL (SEC. 106);00D4: SURFACE WATER PROTECTION,f,f,f,S
293300,MASSACHUSETTS,A,R425,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
222099,MASSACHUSETTS,F,F999,A,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
37149.22,PENNSYLVANIA,G,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
683800,VIRGINIA,A,R608,A,"00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS",f,t,f,S
298805.91,MINNESOTA,B,Z2DB,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",f,t,f,S
8269277,MARYLAND,A,F999,C,0000: UNKNOWN;0053: DRINKING WATER PROGRAMS;0057: ENVIRONMENTAL JUSTICE;0095: POLLUTION PREVENTION PROGRAM;00D4: SURFACE WATER PROTECTION;00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM;00D8: TRI / RIGHT TO KNOW;00H9: REGULATORY/ECONOMIC-MANAGEMENT AND ANALYSIS;0408: TRI / RIGHT TO KNOW,f,f,f,O
29340712.76,NEW YORK,A,R799,D,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,f,f,O
716150,VIRGINIA,A,R499,C,0046: CLIMATE PROTECTION PROGRAM;00CG: AIR POLLUTION,f,f,f,O
3177831,MASSACHUSETTS,A,F999,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
53768,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
23274878,MISSOURI,D,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
1312647.16,MASSACHUSETTS,A,R499,A,"0046: CLIMATE PROTECTION PROGRAM;0058: FEDERAL STATIONARY SOURCE REGULATIONS;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O
1655600,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
3293220,MASSACHUSETTS,C,R499,C,0044: CIVIL ENFORCEMENT,f,f,f,O
5342518,MARYLAND,F,DF01,D,00D9: TRIBAL - CAPACITY BUILDING,f,t,f,S
40000,OHIO,D,F108,C,0000: UNKNOWN,f,f,f,S
28591.96,NORTH CAROLINA,G,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
120331.8,VIRGINIA,A,7A21,A,0050: COMPLIANCE MONITORING,f,f,f,O
12665.05,TEXAS,A,6640,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
9083367,MASSACHUSETTS,A,R425,A,0050: COMPLIANCE MONITORING;0057: ENVIRONMENTAL JUSTICE,f,f,f,O
200000,TEXAS,G,R499,B,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
52624.09,VIRGINIA,A,6640,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,S
19053918.86,NEW JERSEY,D,V214,D,00J7: GREAT LAKES RESTORATION,f,f,f,S
1209885,TENNESSEE,A,R499,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
24560.4,ARIZONA,G,6350,A,0052: CRIMINAL ENFORCEMENT,f,f,f,O
3628045.05,MARYLAND,D,DH10,C,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT;0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS;00NF: IMPLEMENTATION / ACCOUNTABILITY,f,f,f,S
38349.28,OHIO,A,6640,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O
135346,MASSACHUSETTS,C,F999,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O
379140,OREGON,A,5410,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
33755.4,SOUTH DAKOTA,A,DF10,C,00F8: IT / DATA MANAGEMENT,t,f,f,O
4217112.65,COLORADO,A,C219,C,00J7: GREAT LAKES RESTORATION,f,f,f,O
1392,OHIO,D,F108,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
266400,VIRGINIA,D,R425,C,00L8: SAFE WATER FOR SMALL AND DISADVANTAGES COMMUNITIES,t,t,f,S
263223,MASSACHUSETTS,A,F999,C,0080: INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,f,f,f,O
92123.29,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
13263.97,MASSACHUSETTS,A,F108,A,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",t,f,f,S
802061.86,MISSOURI,D,F108,C,"0000: UNKNOWN;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S
222911,VIRGINIA,A,R425,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
442165.51,MASSACHUSETTS,A,F099,C,0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),f,f,f,O
123320,FLORIDA,F,R499,A,0000: UNKNOWN;00A4: REGULATORY INNOVATION,f,f,f,O
249510,MISSOURI,G,7A20,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
67985.09,NORTH CAROLINA,A,R499,C,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
747336,VIRGINIA,A,R499,C,0000: UNKNOWN;0053: DRINKING WATER PROGRAMS;0088: MARINE POLLUTION;00D4: SURFACE WATER PROTECTION,f,f,f,O
820737,NEW YORK,A,B510,C,,f,f,f,O
4299592.68,NEW JERSEY,A,DG11,C,00F8: IT / DATA MANAGEMENT,f,f,f,O
119805,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
3989011.96,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
327619,VIRGINIA,A,F999,A,0046: CLIMATE PROTECTION PROGRAM,f,f,f,S
3516521.19,VIRGINIA,A,R408,A,"0053: DRINKING WATER PROGRAMS;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",f,f,f,O
7676.42,MASSACHUSETTS,A,X1GD,C,00F8: IT / DATA MANAGEMENT;0608: IT / DATA MANAGEMENT,f,f,f,O
4637752.91,VIRGINIA,A,F110,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1000000,MARYLAND,D,AJ14,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,f,f,f,S
11183.56,TEXAS,A,6740,C,,f,f,f,S
60775,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
82500,NORTH CAROLINA,F,R499,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",t,f,f,S
63492.1,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S
2588944.88,NEW YORK,A,D316,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT,f,f,f,S
10677394.81,VIRGINIA,A,B504,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
211761.44,VIRGINIA,A,AJ11,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",f,f,f,O
3688000,COLORADO,A,F999,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
31000000,VIRGINIA,A,R499,,0053: DRINKING WATER PROGRAMS,f,f,f,O
15745,OHIO,C,6630,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
79216,ALABAMA,D,R499,C,0090: NEPA IMPLEMENTATION,f,t,f,S
222837,NEW YORK,C,D317,D,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
162471,OHIO,A,AJ11,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,f,f,f,O
1074000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
8553195,MASSACHUSETTS,A,R499,A,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
521574,OHIO,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,t,t,f,S
67500,VIRGINIA,F,S208,D,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,t,t,O
151736.96,VIRGINIA,F,6640,B,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,t,t,f,S
806925,VIRGINIA,A,F999,A,0086: LUST / UST;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
298133,VIRGINIA,A,F999,A,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,O
34423.2,CALIFORNIA,F,J066,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
23074.07,FLORIDA,D,Z1AA,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,t,f,S
389834.27,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
80341.42,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
40021.45,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
62941.73,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S
10204936,MARYLAND,A,R499,A,0076: INDOOR AIR:  RADON PROGRAM;00H5: REDUCE RISKS FROM INDOOR AIR,f,f,f,S
10226,DISTRICT OF COLUMBIA,A,R499,A,00D4: SURFACE WATER PROTECTION,f,f,f,O
1844289.58,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
80000000,CALIFORNIA,D,C214,,,f,t,f,S
20000,KENTUCKY,F,D317,B,00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS,f,f,f,O
1517945,MASSACHUSETTS,A,R408,A,0000: UNKNOWN;0050: COMPLIANCE MONITORING,f,f,f,O
74177.9,MISSOURI,D,F108,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
2967584.34,MISSOURI,D,F108,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S
8575,WISCONSIN,F,Q301,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
4196139.7,TENNESSEE,A,R499,C,"0046: CLIMATE PROTECTION PROGRAM;0058: FEDERAL STATIONARY SOURCE REGULATIONS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O
169582,VIRGINIA,A,R408,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O
